Color_exterior,Color_interior,Comfort,Entertainment,Extras,Fuel,Gearbox,Initial_registration,Mileage,Owners,Power,Security,Seller,price
Blau,Schwarz,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaautomatik,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,Freisprecheinrichtung,MP3,Radio,Soundsystem,USB","Alufelgen,Innenspiegel automatisch abblendend,Pannenkit,Partikelfilter,Raucherpaket,Skisack",Diesel,Schaltgetriebe,04/2019,102343,,110 kW (150 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,Nebelscheinwerfer,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,15300
Grau,Schwarz,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Multifunktionslenkrad,Sitzheizung,Start/Stop-Automatik","Bordcomputer,CD,Radio",Alufelgen,Benzin,Schaltgetriebe,06/2012,90000,,105 kW (143 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Seitenairbag,Servolenkung,Zentralverriegelung",Händler,12999
Schwarz,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Radio,USB,Volldigitales Kombiinstrument","Alufelgen,Ambientebeleuchtung,Anhängerkupplung,Innenspiegel automatisch abblendend,Sommerreifen,Sportfahrwerk,Sportpaket,Sportsitze,Touchscreen,Winterreifen",Benzin,Automatik,03/2022,59601,1,100 kW (136 PS),"ABS,Abstandswarner,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Fernlichtassistent,Isofix,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Notbremsassistent,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,24500
Schwarz,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Einparkhilfe selbstlenkendes System,Elektr. Fensterheber,Elektrische Seitenspiegel,Head-up display,Klimaanlage,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,Radio,Soundsystem,USB,Volldigitales Kombiinstrument","Alufelgen,Gepäckraumabtrennung,Innenspiegel automatisch abblendend,Sportpaket,Sportsitze,Sprachsteuerung,Touchscreen",Diesel,Automatik,03/2021,154000,1,110 kW (150 PS),"ABS,Abstandswarner,Beifahrerairbag,ESP,Fahrerairbag,Fernlichtassistent,Geschwindigkeits-begrenzungsanlage,Isofix,Kurvenlicht,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,17990
Schwarz,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Radio,USB,Volldigitales Kombiinstrument","Alufelgen,Ambientebeleuchtung,Innenspiegel automatisch abblendend,Touchscreen,Winterpaket,Winterreifen",Diesel,Automatik,02/2021,62700,2,110 kW (150 PS),"ABS,Abstandswarner,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Isofix,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Notbremsassistent,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,20650
Weiß,,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bordcomputer,CD,Freisprecheinrichtung",Alufelgen,Benzin,Schaltgetriebe,03/2016,134200,,100 kW (136 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,10900
Weiß,Stoff,"Armlehne,Berganfahrassistent,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Regensensor,Sitzheizung,Start/Stop-Automatik","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,Radio,USB","Gepäckraumabtrennung,Innenspiegel automatisch abblendend,Sommerreifen,Winterpaket",Benzin,Schaltgetriebe,09/2018,92900,2,100 kW (136 PS),"ABS,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kurvenlicht,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,13950
Schwarz,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,Radio,USB","Alufelgen,Ambientebeleuchtung,Gepäckraumabtrennung,Innenspiegel automatisch abblendend,Pannenkit,Sommerreifen,Sprachsteuerung",Benzin,Automatik,12/2019,76000,,100 kW (136 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,16950
Weiß,Teilleder,"Armlehne,Beheizbares Lenkrad,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Schiebedach,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,Freisprecheinrichtung,MP3,Radio","Alufelgen,Ambientebeleuchtung,Innenspiegel automatisch abblendend,Spoiler,Sportfahrwerk,Sportpaket,Sportsitze",Benzin,Schaltgetriebe,04/2016,117000,,100 kW (136 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,Nebelscheinwerfer,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung mit Funkfernbedienung",Händler,12990
Grau,Schwarz,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Multifunktionslenkrad,Navigationssystem,Regensensor,Start/Stop-Automatik,Tempomat","Bluetooth,CD,Freisprecheinrichtung,USB",Alufelgen,Benzin,Schaltgetriebe,05/2018,111780,,100 kW (136 PS),"ABS,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Isofix,LED-Scheinwerfer,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,12490
Schwarz,Stoff,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Klimaautomatik,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,DAB-Radio,Freisprecheinrichtung,Musikstreaming integriert,Radio,Soundsystem,USB,Volldigitales Kombiinstrument","Allwetterreifen,Alufelgen,E10-geeignet,Gepäckraumabtrennung,Innenspiegel automatisch abblendend,Pannenkit,Scheinwerferreinigung,Sportpaket,Sportsitze,Touchscreen,Winterpaket",Benzin,Schaltgetriebe,04/2018,75000,2,100 kW (136 PS),"ABS,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,LED-Tagfahrlicht,Nachtsicht-Assistent,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Totwinkel-Assistent,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,14980
Schwarz,,"Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Klimaautomatik,Multifunktionslenkrad,Navigationssystem,Schiebedach,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bordcomputer,CD,Radio","Alufelgen,Stahlfelgen",Benzin,Schaltgetriebe,06/2007,210000,,105 kW (143 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,3899
Silber,Schwarz,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,DAB-Radio,Freisprecheinrichtung,Radio,USB","Alufelgen,Pannenkit,Sommerreifen",Benzin,Schaltgetriebe,11/2015,39869,2,100 kW (136 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,13999
Schwarz,Schwarz,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,Radio","Alufelgen,E10-geeignet,Innenspiegel automatisch abblendend,Sommerreifen,Winterpaket",Benzin,Schaltgetriebe,11/2018,57000,2,100 kW (136 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,LED-Scheinwerfer,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,15490
Blau,Schwarz,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Lichtsensor,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Bluetooth,Bordcomputer,CD,Musikstreaming integriert,Soundsystem","Alufelgen,Sportfahrwerk,Sportpaket,Sportsitze,Winterreifen",Benzin,Schaltgetriebe,06/2009,160000,,105 kW (143 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Xenonscheinwerfer,Zentralverriegelung",Händler,5999
Weiß,Stoff,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,MP3,Radio,USB","Allwetterreifen,Alufelgen,E10-geeignet,Elektronische Parkbremse",Benzin,Schaltgetriebe,11/2022,79000,,100 kW (136 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,17999
Schwarz,Schwarz,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,DAB-Radio,Freisprecheinrichtung","Alufelgen,Sommerreifen,Winterreifen",Diesel,Schaltgetriebe,06/2015,250000,3,110 kW (150 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kurvenlicht,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Xenonscheinwerfer,Zentralverriegelung",Händler,8990
Weiß,Vollleder,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Elektrische Sitze,Getönte Scheiben,Klimaanlage,Klimaautomatik,Lederausstattung,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,Radio,Soundsystem,USB","Allwetterreifen,Alufelgen,E10-geeignet,Gepäckraumabtrennung,Innenspiegel automatisch abblendend,Pannenkit,Scheinwerferreinigung,Sportfahrwerk,Sportpaket,Sportsitze,Sprachsteuerung",Benzin,Automatik,03/2012,122540,,125 kW (170 PS),"ABS,Beifahrerairbag,Bi-Xenon Scheinwerfer,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kurvenlicht,LED-Tagfahrlicht,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,12488
Weiß,Stoff,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Multifunktionslenkrad,Navigationssystem,Regensensor,Start/Stop-Automatik,Tempomat","Bordcomputer,CD,Freisprecheinrichtung,Radio",Alufelgen,Benzin,Schaltgetriebe,12/2016,125000,,100 kW (136 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,11990
Schwarz,Schwarz,"Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederausstattung,Lederlenkrad,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Umklappbarer Beifahrersitz","Bluetooth,Bordcomputer,Radio","Alufelgen,Gepäckraumabtrennung,Pannenkit,Scheinwerferreinigung,Sommerreifen,Sportsitze,Winterpaket",Diesel,Schaltgetriebe,06/2010,199000,3,105 kW (143 PS),"ABS,Beifahrerairbag,Blendfreies Fernlicht,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Wegfahrsperre,Zentralverriegelung",Händler,6990
Schwarz,Stoff,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,Radio,USB","Alufelgen,Sommerreifen",Diesel,Schaltgetriebe,09/2017,133050,,110 kW (150 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Nebelscheinwerfer,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,13490
Blau,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Elektrische Sitze,Klimaanlage,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Start/Stop-Automatik,Tempomat","Bordcomputer,CD,Radio","Alufelgen,Innenspiegel automatisch abblendend,Sommerreifen,Sportfahrwerk,Sportpaket,Sportsitze,Winterreifen",Benzin,Schaltgetriebe,09/2009,198102,2,105 kW (143 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,5990
Schwarz,Teilleder,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,Musikstreaming integriert,Radio,USB,W-Lan / Wifi Hotspot","Alufelgen (17""),Ambientebeleuchtung,E10-geeignet,Elektronische Parkbremse,Innenspiegel automatisch abblendend,Katalysator,Sportfahrwerk,Sportpaket,Sportsitze,Sprachsteuerung,Touchscreen",Benzin,Automatik,04/2021,45000,,100 kW (136 PS),"ABS,Abstandswarner,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung mit Funkfernbedienung",Händler,24399
Blau,Grau,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Elektrische Sitze,Head-up display,Klimaanlage,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Panoramadach,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,Musikstreaming integriert,Radio,Soundsystem,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen,Ambientebeleuchtung,Innenspiegel automatisch abblendend,Sommerreifen,Sportsitze,Sprachsteuerung,Touchscreen",Benzin,Automatik,07/2020,77591,1,103 kW (140 PS),"ABS,Abstandswarner,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Fernlichtassistent,Geschwindigkeits-begrenzungsanlage,Isofix,Kurvenlicht,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,21900
Schwarz,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Elektrische Sitze,Klimaanlage,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Panoramadach,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,Musikstreaming integriert,Radio,Soundsystem,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen,Ambientebeleuchtung,Innenspiegel automatisch abblendend,Pannenkit,Sommerreifen,Sportfahrwerk,Sportpaket,Sportsitze,Sprachsteuerung,Touchscreen",Diesel,Schaltgetriebe,05/2021,118004,,110 kW (150 PS),"ABS,Abstandswarner,Beifahrerairbag,ESP,Fahrerairbag,Fernlichtassistent,Geschwindigkeits-begrenzungsanlage,Isofix,LED-Scheinwerfer,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,22990
Grau,Schwarz,"Armlehne,Beheizbare Frontscheibe,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Klimaautomatik,Lederlenkrad,Multifunktionslenkrad,Navigationssystem,Regensensor,Schiebedach,Sitzheizung,Start/Stop-Automatik,Tempomat,Umklappbarer Beifahrersitz,teilb. Rücksitzbank","Bluetooth,Bordcomputer,MP3,Radio,Soundsystem,USB","Alufelgen (17""),Anhängerkupplung,Katalysator,Scheinwerferreinigung,Sommerreifen,Sportpaket,Winterreifen",Diesel,Schaltgetriebe,12/2010,180000,1,105 kW (143 PS),"ABS,Airbag hinten,Beifahrerairbag,Bi-Xenon Scheinwerfer,ESP,Fahrerairbag,Isofix,Kopfairbag,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Xenonscheinwerfer,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,6990
Weiß,Stoff,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,MP3,Radio,USB","Alufelgen (16""),Ambientebeleuchtung,Gepäckraumabtrennung,Innenspiegel automatisch abblendend,Partikelfilter,Sommerreifen,Spoiler,Sportpaket,Sportsitze,Sprachsteuerung,Winterpaket,Winterreifen",Diesel,Schaltgetriebe,01/2016,140400,2,110 kW (150 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,12980
Weiß,Alcantara,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Schiebedach,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,DAB-Radio,Freisprecheinrichtung,USB","Alufelgen,Ambientebeleuchtung,Anhängerkupplung,Gepäckraumabtrennung,Sportfahrwerk,Sportpaket,Sportsitze,Winterpaket",Diesel,Schaltgetriebe,02/2018,107000,1,110 kW (150 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kurvenlicht,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,17900
